id,question,cypher_query,sql_query_2,sql_query_3
62,"Eubacterium，Treponema bryantii中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够增加这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Eubacterium"",""Treponema bryantii""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Eubacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BAX','CASP3','Prkaa2','Prkaa1') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
63,"(genera) Bacteroides，Ruminococcaceae中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够增加这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Bacteroides"",""Ruminococcaceae""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Bacteroides','Ruminococcaceae')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BAX','CASP3','Nr1h4','Fgf15','Fgfr4','Fas') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
64,"Clostridium，Treponema中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够增加这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Clostridium"",""Treponema""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Clostridium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('Prkaa2','Prkaa1','Il6','Tnf','Il1b','Nos2','Chrm2','Tlr2') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
65,"Lactobacillus，Treponema bryantii中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够增加这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Lactobacillus"",""Treponema bryantii""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Lactobacillus')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('IL22','MAPK14','Tjp1','Arg1') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
66,"哪些微生物群与生猪饲养效率显著相关？哪些基因的表达能够增加这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Anaerovibrio','Dorea','Eubacterium','Bacteroides','Clostridium','Lactobacillus','Oscillibacter','Ruminococcus','Faecalibacterium','Desulfovibrionaceae','Rikenellaceae','Streptococcaceae','Lactobacillaceae','Prevotellaceae','Ruminococcaceae','Lachnospiraceae','Lactobacillus johnsonii L531')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('IL22','MAPK14','Tjp1','Arg1','BAX','CASP3','Nr1h4','Fgf15','Fgfr4','Fas') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
67,"哪些微生物群关联于生猪饲养效率，在""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""条件下Pvalue在0.2与0.21之间？哪些基因的表达能够增加这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:Microbiota)-[r:ASSOCIATED_WITH]->(o) where r.pvalue>0.2 and r.pvalue<0.21 AND r.condition='""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""' return s.name,r","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Eubacteriaceae','Moraxellaceae','Acinetobacter','Anaeroplasma','Cellulosilyticum','Eubacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BAX','CASP3','Prkaa2','Prkaa1') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
68,"哪些微生物群关联于生猪饲养效率，在""Fresh / Fresh+enzyme""条件下Pvalue=0.19？哪些基因的表达能够增加这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:Microbiota)-[r:ASSOCIATED_WITH]->(o) where r.pvalue=0.19 and r.condition_name='Fresh / Fresh+enzyme' RETURN DISTINCT s.name,r","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Defluviitaleaceae','Enterobacteriaceae')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('Slco4c1','Tnf','Ccl2','Tgfb1','Fn1','Col1a1') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
69,"哪些微生物群关联于生猪饲养效率且Pvalue在0.28与0.288之间？哪些基因的表达能够增加这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？",match (s:Microbiota)-[r:ASSOCIATED_WITH]->(o) where r.pvalue>0.28 and r.pvalue<0.288 RETURN DISTINCT s.name,"Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'increase' and relationship in ('Deltaproteobacteria','Eubacteriaceae','Alloprevotella','Cloacibacillus','Clostridium XlVa','Clostridium XlVb','Collinsella','Dorea','Dysgonomonas','Eubacterium','Holdemanella','Lysinibacillus','Pseudochrobactrum','Pseudomonas','Sutterella','Pseudomonadales','Euryarchaeota')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('IL17A','RORA','CXCL1','CXCL5','BAX','CASP3','Prkaa2','Prkaa1') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
70,"(genera)Dorea，Eubacterium，Bacteroides中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够减少这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Dorea"",""Eubacterium"",""Bacteroides""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Dorea','Eubacterium','Bacteroides')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
71,"(genera)Clostridium，Lactobacillus，Oscillibacter中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够减少这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Clostridium"",""Lactobacillus"",""Oscillibacter""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Clostridium','Lactobacillus','Oscillibacter')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('Gcg','Srebf1','Fas','Srebf2','Hmgcr') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
72,"(genera) Prevotellaceae，Lachnospiraceae中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够减少这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Prevotellaceae"",""Lachnospiraceae""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_metabolite hecrbm join gutmgene.gut_microbiota_gene_change_results  gmmgr where hecrbm.`index` = gmmgr.`index`and relationship in ('Prevotellaceae','Lachnospiraceae')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('EGFR') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
73,"Eubacterium，Treponema bryantii中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够减少这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Eubacterium"",""Treponema bryantii""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Eubacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
74,"Bacteroides，Ruminococcaceae中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够减少这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Bacteroides"",""Ruminococcaceae""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Bacteroides')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2','Gcg','Cyp7a1','Sirpa','Cpt1b') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
75,"Clostridium，Treponema中哪些微生物群对生猪饲养效率是显著相关的？哪些基因的表达能够减少这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) where s.name in [""Clostridium"",""Treponema""] return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Clostridium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('Gcg','Srebf1','Fas','Srebf2','Hmgcr') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
76,"生猪饲养效率的提高会导致哪些微生物群的数量增加？哪些基因的表达能够减少这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:FE{name:""FE""})-[r:increase]->(o:MicrobiotaName) return o","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Cellulosilyticum','Leeia','Subdoligranulum','Rothia','Methanobrevibacter','Bacteroides','Lactobacillus','Oscillibacter','Ruminococcaceae')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2','Gcg','Cyp7a1','Sirpa','Cpt1b') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
77,"哪些微生物群与生猪饲养效率显著相关？哪些基因的表达能够减少这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:MicrobiotaName)-[r:significantly_associated]->(o:FE{name:""FE""}) return s","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Anaerovibrio','Dorea','Eubacterium','Bacteroides','Clostridium','Lactobacillus','Oscillibacter','Ruminococcus','Faecalibacterium','Desulfovibrionaceae','Rikenellaceae','Streptococcaceae','Lactobacillaceae','Prevotellaceae','Ruminococcaceae','Lachnospiraceae','Lactobacillus johnsonii L531')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('EGFR','BCL2','Gcg','Cyp7a1','Sirpa','Cpt1b','Srebf1','Fas','Srebf2','Hmgcr') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
78,"哪些微生物群关联于生猪饲养效率，在""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""条件下Pvalue在0.2与0.21之间？哪些基因的表达能够减少这些微生物群的数量？hsa04060 Cytokine-cytokine receptor interaction，hsa04061 Viral protein interaction with cytokine and cytokine receptor，hsa04062 Chemokine signaling pathway，hsa01521 EGFR tyrosine kinase inhibitor resistance,mmu01521 EGFR tyrosine kinase inhibitor resistance，hsa04066 HIF-1 signaling pathway,hsa01524 Platinum drug resistance，mmu04152 AMPK signaling pathway,mmu04010 MAPK signaling pathway，mmu00220 Arginine biosynthesis，hsa04659 Th17 cell differentiation,mmu04714 Thermogenesis中哪些在这些基因的代谢通路里？","match (s:Microbiota)-[r:ASSOCIATED_WITH]->(o) where r.pvalue>0.2 and r.pvalue<0.21 AND r.condition='""Fattening, Unmedicated feed formula / Antibiotics and zinc oxide""' return s.name,r","Select Distinct gene_symbol,relationship from has_expression_change_results_by_microbiota hecrbm join gutmgene.gut_microbiota_gene_change_results gmgcr where hecrbm.`index` = gmgcr.`index` and gmgcr.Alteration = 'decrease' and relationship in ('Eubacteriaceae','Moraxellaceae','Acinetobacter','Anaeroplasma','Cellulosilyticum','Eubacterium')","select ""gene_symbol"",""pathway"" from ""kegg"" where ""gene_symbol"" in ('BCL2') and (pathway like '%hsa04060%' or pathway like '%hsa04061%' or pathway like '%hsa04062%'or pathway like '%hsa01521%'or pathway like '%mmu01521%'or pathway like'%hsa04066%'or pathway like'%hsa01524%'or pathway like'%mmu04152%'or pathway like'%mmu04010%'or pathway like'%mmu00220%'or pathway like'%hsa04659%'or pathway like'%mmu04714%')"
